time,gdp_growth,exports,imports,capital_formation,unemployment,house_price_index,labor_costs_index,production
2014-05-01,0.473228,1.2613236666666667,0.8970496666666665,-0.5173716666666668,7.444444444444446,96.46066666666665,-0.06105936666666667,1.8765081414532836
2014-06-01,0.36151,1.5857063333333334,1.332825333333333,-0.15540333333333345,7.322222222222224,96.66733333333333,0.15173976666666666,0.48634961623987705
2014-07-01,0.24979200000000001,1.910089,1.7686009999999999,0.206565,7.2,96.874,0.3645389,-0.9038089089735291
2014-08-01,0.4652183333333333,1.7374086666666666,1.6606696666666665,1.1724216666666667,7.177777777777777,97.00733333333334,0.26795598,-1.1780007275892994
2014-09-01,0.6806446666666666,1.5647283333333333,1.5527383333333333,2.1382783333333335,7.155555555555553,97.14066666666666,0.17137306,-1.4521925462050698
2014-10-01,0.896071,1.392048,1.444807,3.104135,7.13333333333333,97.274,0.07479014,-1.7263843648208401
2014-11-01,0.7958976666666666,3.1730273333333336,1.6068696666666666,-5.0130300000000005,7.12222222222222,97.62433333333334,-0.5395312400000001,-0.5432552488486269
2014-12-01,0.6957243333333334,4.9540066666666664,1.7689323333333333,-13.130195,7.11111111111111,97.97466666666666,-1.15385262,0.6398738671235864
2015-01-01,0.595551,6.734986,1.930995,-21.24736,7.1,98.325,-1.7681740000000001,1.8230029830958
2015-02-01,0.5002606666666667,3.4293566666666666,10.676091999999999,39.547709666666655,7.044444444444443,98.59166666666667,-1.1327331333333333,0.13026587761941655
2015-03-01,0.4049703333333333,0.12372733333333308,19.421189,100.34277933333331,6.988888888888886,98.85833333333333,-0.4972922666666666,-1.5624712278569668
2015-04-01,0.30968,-3.181902,28.166286,161.137849,6.93333333333333,99.125,0.1381486,-3.25520833333335
2015-05-01,0.3207406666666667,-1.7283553333333332,12.745793333333333,91.73792166666665,6.888888888888887,99.79166666666667,0.16581543333333335,-2.2935125990728378
2015-06-01,0.33180133333333334,-0.2748086666666665,-2.674699333333333,22.337994333333313,6.844444444444443,100.45833333333333,0.19348226666666665,-1.3318168648123259
2015-07-01,0.342862,1.1787379999999998,-18.095192,-47.061933,6.8,101.125,0.2211491,-0.370121130551814
2015-08-01,0.234004,1.0906893333333332,-11.366959999999999,-30.494418333333336,6.777777777777777,101.225,0.3151219,0.23732327646876733
2015-09-01,0.125146,1.0026406666666665,-4.638727999999999,-13.926903666666668,6.755555555555553,101.325,0.40909470000000003,0.8447676834893487
2015-10-01,0.016288,0.914592,2.0895040000000003,2.6406110000000003,6.73333333333333,101.425,0.5030675,1.45221209050993
2015-11-01,0.31635633333333335,0.6937896666666666,1.1701686666666666,2.390763666666667,6.644444444444443,101.892,0.41501720000000003,1.4563792986888333
2015-12-01,0.6164246666666666,0.4729873333333333,0.25083333333333324,2.140916333333333,6.555555555555556,102.35900000000001,0.32696690000000006,1.4605465068677368
2016-01-01,0.916493,0.252185,-0.668502,1.8910689999999999,6.4666666666666694,102.82600000000001,0.2389166,1.46471371504664
2016-02-01,0.688607,0.16318966666666668,-0.10938966666666672,2.420285333333333,6.400000000000003,103.09266666666667,0.3252895333333333,0.954603544064334
