year,date,country,number_of_companies,number_of_defaults,default_rate,gdp_growth,exports,imports,labor_costs_index,production,short_interest
2017,2017-06-01,Netherlands,274450,2068,0.007535070140280559,0.7789590000000001,1.5244206666666666,2.287048,0.28387446666666666,-0.13935267702054144,0.503
2017,2017-07-01,Netherlands,274450,2047,0.00745855347057752,0.727858,1.467231,2.453243,0.2260698,0.22928267278088196,0.688
2017,2017-08-01,Netherlands,274450,2046,0.00745490981963928,0.749237,1.442872333333333,2.0226723333333334,0.2873964333333333,0.9371688406774379,0.542
2017,2017-09-01,Netherlands,274450,2029,0.0073929677536892,0.770616,1.418513666666667,1.5921016666666667,0.3487230666666667,1.6450550085739937,0.532
2017,2017-10-01,Netherlands,274450,2025,0.007378393149936241,0.791995,1.394155,1.1615309999999999,0.4100497,2.3529411764705497,0.541
2017,2017-11-01,Netherlands,274450,1975,0.007196210603024229,0.680396,1.1809956666666668,1.1802206666666666,0.4883450666666667,1.7601983322064227,0.46799999999999997
2017,2017-12-01,Netherlands,274450,1936,0.007054108216432871,0.568797,0.9678363333333332,1.1989103333333333,0.5666404333333334,1.1674554879422958,0.452
2018,2018-01-01,Netherlands,279164,1921,0.00688125976128727,0.45719799999999994,0.754677,1.2176,0.6449358000000001,0.574712643678169,0.61
2018,2018-02-01,Netherlands,279164,1912,0.00684902064736141,0.506127,0.7843180000000001,0.9559896666666668,0.5097223666666667,-0.1565407772304206,0.76
2018,2018-03-01,Netherlands,279164,1913,0.00685260277113095,0.555056,0.813959,0.6943793333333333,0.37450893333333335,-0.8877941981390102,0.63
2018,2018-04-01,Netherlands,279164,1902,0.006813199409666,0.603985,0.8436,0.43276899999999996,0.2392955,-1.6190476190476,0.69
2018,2018-05-01,Netherlands,279164,1873,0.0067093178203493295,0.476358,1.1224986666666668,0.6658903333333334,0.7200516666666666,-1.3590251847754151,0.67
2018,2018-06-01,Netherlands,279164,1859,0.00665916808757576,0.348731,1.4013973333333334,0.8990116666666668,1.2008078333333332,-1.0990027505032307,0.57
